season,week,game_id,posteam,defteam,player_id,pass_attempt,complete_pass,passing_yards,pass_touchdown,interception,rush_plays,rushing_yards,rush_touchdown,reception,receiving_yards,fumble_lost,rush_inside_10,rush_inside_20,target_inside_10,target_inside_20,total_touches,fantasy_points
2021,7,2021_07_DEN_CLE,DEN,CLE,00-0031237,35.0,23.0,276.0,2.0,1.0,2,3.0,0.0,0.0,0.0,0.0,0,1,5,9,37.0,17.34
2021,7,2021_07_DEN_CLE,DEN,CLE,00-0032144,0.0,0.0,0.0,0.0,0.0,8,18.0,0.0,2.0,14.0,0.0,1,2,1,2,10.0,5.2
2021,7,2021_07_DEN_CLE,DEN,CLE,00-0033375,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,16.0,0.0,0,0,1,1,2.0,3.6
2021,7,2021_07_DEN_CLE,DEN,CLE,00-0033576,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0,0,0,0,0,1.0,1.3
2021,7,2021_07_DEN_CLE,DEN,CLE,00-0034348,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,68.0,0.0,0,0,0,0,5.0,11.8
2021,7,2021_07_DEN_CLE,DEN,CLE,00-0035644,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,39.0,0.0,0,0,1,3,5.0,8.9
2021,7,2021_07_DEN_CLE,DEN,CLE,00-0035864,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,15.0,0.0,0,0,0,0,2.0,3.5
2021,7,2021_07_DEN_CLE,DEN,CLE,00-0036439,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0
2021,7,2021_07_DEN_CLE,DEN,CLE,00-0036997,0.0,0.0,0.0,0.0,0.0,4,20.0,0.0,6.0,32.0,0.0,0,0,1,1,10.0,11.2
2021,7,2021_07_DET_LA,0,0,0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11.0,0.0
2021,7,2021_07_DET_LA,DET,LA,0,0.0,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,0.0,0.0,0,0,0,1,57.0,0.0
2021,7,2021_07_DET_LA,DET,LA,00-0029738,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,6.0,0.0,0,0,0,0,1.0,1.6
2021,7,2021_07_DET_LA,DET,LA,00-0032464,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,6.0,115.0,0.0,0,0,0,0,7.0,17.6
2021,7,2021_07_DET_LA,DET,LA,00-0032626,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0
2021,7,2021_07_DET_LA,DET,LA,00-0033106,38.0,22.0,319.0,1.0,2.0,1,3.0,0.0,0.0,0.0,0.0,0,0,0,5,39.0,13.059999999999999
2021,7,2021_07_DET_LA,DET,LA,00-0033948,0.0,0.0,0.0,0.0,0.0,12,57.0,0.0,0.0,0.0,0.0,0,3,0,0,12.0,5.7
2021,7,2021_07_DET_LA,DET,LA,00-0034854,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0,0,0,0,0,1.0,1.3
2021,7,2021_07_DET_LA,DET,LA,00-0035156,1.0,1.0,17.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.68
2021,7,2021_07_DET_LA,DET,LA,00-0035229,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,48.0,0.0,0,0,0,1,6.0,10.8
2021,7,2021_07_DET_LA,DET,LA,00-0035327,0.0,0.0,0.0,0.0,0.0,1,28.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,2.8000000000000003
2021,7,2021_07_DET_LA,DET,LA,00-0036011,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,17.0,0.0,0,0,0,0,1.0,2.7
2021,7,2021_07_DET_LA,DET,LA,00-0036275,0.0,0.0,0.0,0.0,0.0,13,48.0,0.0,8.0,96.0,0.0,0,2,0,2,21.0,22.400000000000002
2021,7,2021_07_DET_LA,LA,DET,0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61.0,0.0
2021,7,2021_07_DET_LA,LA,DET,00-0026189,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2021,7,2021_07_DET_LA,LA,DET,00-0026498,43.0,28.0,522.0,3.0,0.0,2,-2.0,0.0,0.0,0.0,0.0,0,0,3,13,45.0,32.67999999999999
2021,7,2021_07_DET_LA,LA,DET,00-0030431,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,70.0,0.0,0,0,1,3,6.0,13.0
2021,7,2021_07_DET_LA,LA,DET,00-0033110,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,46.0,0.0,0,0,0,3,5.0,9.600000000000001
2021,7,2021_07_DET_LA,LA,DET,00-0033908,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,156.0,0.0,0,0,2,3,10.0,25.6
2021,7,2021_07_DET_LA,LA,DET,00-0034845,0.0,0.0,0.0,0.0,0.0,2,4.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,0.4
2021,7,2021_07_DET_LA,LA,DET,00-0035664,0.0,0.0,0.0,0.0,0.0,15,45.0,0.0,3.0,19.0,0.0,0,1,0,2,18.0,9.4
2021,7,2021_07_DET_LA,LA,DET,00-0036415,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,43.0,0.0,0,0,0,2,4.0,8.3
2021,7,2021_07_HOU_ARI,0,0,0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6.0,0.0
2021,7,2021_07_HOU_ARI,ARI,HOU,0,0.0,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,0.0,0.0,0,0,0,1,49.0,0.0
2021,7,2021_07_HOU_ARI,ARI,HOU,00-0027688,0.0,0.0,0.0,0.0,0.0,2,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,-0.1
2021,7,2021_07_HOU_ARI,ARI,HOU,00-0027942,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,66.0,0.0,0,0,0,0,3.0,9.600000000000001
2021,7,2021_07_HOU_ARI,ARI,HOU,00-0030061,0.0,0.0,0.0,0.0,0.0,1,4.0,0.0,3.0,66.0,0.0,1,1,0,1,4.0,10.0
2021,7,2021_07_HOU_ARI,ARI,HOU,00-0030564,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,53.0,0.0,0,0,1,1,7.0,12.3
2021,7,2021_07_HOU_ARI,ARI,HOU,00-0033553,0.0,0.0,0.0,0.0,0.0,10,64.0,1.0,0.0,0.0,0.0,0,1,0,0,10.0,12.4
2021,7,2021_07_HOU_ARI,ARI,HOU,00-0034681,0.0,0.0,0.0,0.0,0.0,15,81.0,0.0,1.0,9.0,0.0,1,1,0,0,16.0,10.0
2021,7,2021_07_HOU_ARI,ARI,HOU,00-0034775,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,50.0,0.0,0,0,1,1,4.0,9.0
2021,7,2021_07_HOU_ARI,ARI,HOU,00-0035228,32.0,20.0,335.0,3.0,1.0,6,10.0,0.0,0.0,0.0,0.0,1,2,2,4,38.0,24.4
2021,7,2021_07_HOU_ARI,ARI,HOU,00-0035924,0.0,0.0,0.0,0.0,0.0,1,7.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.7000000000000001
2021,7,2021_07_HOU_ARI,ARI,HOU,00-0036383,0.0,0.0,0.0,0.0,0.0,2,7.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,0.7000000000000001
2021,7,2021_07_HOU_ARI,ARI,HOU,00-0036936,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,17.0,0.0,0,0,0,0,2.0,3.7
2021,7,2021_07_HOU_ARI,HOU,ARI,0,0.0,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0,0.0,2.0,0,0,0,0,58.0,-4.0
2021,7,2021_07_HOU_ARI,HOU,ARI,00-0026035,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,17.0,0.0,0,0,0,0,3.0,4.7
2021,7,2021_07_HOU_ARI,HOU,ARI,00-0027966,0.0,0.0,0.0,0.0,0.0,6,9.0,0.0,3.0,18.0,0.0,0,0,0,0,9.0,5.7
2021,7,2021_07_HOU_ARI,HOU,ARI,00-0031236,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,21.0,0.0,0,0,0,0,5.0,7.1
2021,7,2021_07_HOU_ARI,HOU,ARI,00-0032187,0.0,0.0,0.0,0.0,0.0,7,25.0,0.0,5.0,27.0,0.0,0,0,0,0,12.0,10.2
2021,7,2021_07_HOU_ARI,HOU,ARI,00-0033439,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,11.0,0.0,0,0,0,0,3.0,4.1
2021,7,2021_07_HOU_ARI,HOU,ARI,00-0034109,0.0,0.0,0.0,0.0,0.0,2,8.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,0.8
2021,7,2021_07_HOU_ARI,HOU,ARI,00-0034364,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,13.0,0.0,0,0,0,0,2.0,3.3
2021,7,2021_07_HOU_ARI,HOU,ARI,00-0036554,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,28.0,0.0,0,0,0,0,2.0,4.800000000000001
2021,7,2021_07_HOU_ARI,HOU,ARI,00-0036898,34.0,23.0,211.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,34.0,6.4399999999999995
2021,7,2021_07_IND_SF,0,0,0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6.0,0.0
2021,7,2021_07_IND_SF,IND,SF,0,0.0,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,0.0,4.0,0,0,1,1,55.0,-8.0
2021,7,2021_07_IND_SF,IND,SF,00-0030181,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,0.0,0.0
2021,7,2021_07_IND_SF,IND,SF,00-0032950,28.0,17.0,261.0,2.0,0.0,4,23.0,1.0,0.0,0.0,1.0,1,1,3,4,32.0,24.74
2021,7,2021_07_IND_SF,IND,SF,00-0033217,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,25.0,0.0,0,0,0,1,3.0,5.5
2021,7,2021_07_IND_SF,IND,SF,00-0033251,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,14.0,0.0,0,0,0,0,3.0,4.4
2021,7,2021_07_IND_SF,IND,SF,00-0033951,0.0,0.0,0.0,0.0,0.0,3,4.0,0.0,0.0,0.0,0.0,0,0,0,0,3.0,0.4
2021,7,2021_07_IND_SF,IND,SF,00-0034366,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,5.0,0.0,0,0,0,0,1.0,1.5
2021,7,2021_07_IND_SF,IND,SF,00-0034367,0.0,0.0,0.0,0.0,0.0,8,14.0,0.0,1.0,-2.0,0.0,0,0,0,0,9.0,2.2
2021,7,2021_07_IND_SF,IND,SF,00-0035021,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,2.0,2.0
2021,7,2021_07_IND_SF,IND,SF,00-0036223,0.0,0.0,0.0,0.0,0.0,18,107.0,1.0,3.0,3.0,1.0,3,6,0,0,21.0,18.000000000000004
2021,7,2021_07_IND_SF,IND,SF,00-0036252,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,105.0,0.0,0,0,0,0,4.0,14.5
2021,7,2021_07_IND_SF,IND,SF,00-0036876,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2021,7,2021_07_IND_SF,SF,IND,0,0.0,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,0.0,3.0,0,0,0,0,48.0,-6.0
2021,7,2021_07_IND_SF,SF,IND,00-0029632,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,16.0,0.0,0,0,0,0,1.0,2.6
2021,7,2021_07_IND_SF,SF,IND,00-0031345,30.0,16.0,286.0,1.0,2.0,2,0.0,0.0,0.0,0.0,2.0,0,0,1,5,32.0,7.4399999999999995
2021,7,2021_07_IND_SF,SF,IND,00-0034073,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,5.0,0.0,0,0,0,0,1.0,1.5
2021,7,2021_07_IND_SF,SF,IND,00-0034487,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,9.0,0.0,0,0,0,0,1.0,1.9
2021,7,2021_07_IND_SF,SF,IND,00-0035719,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,100.0,1.0,0,0,0,3,7.0,15.0
2021,7,2021_07_IND_SF,SF,IND,00-0035806,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,3.0,15.0,0.0,0,0,0,1,6.0,4.6
2021,7,2021_07_IND_SF,SF,IND,00-0036259,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2021,7,2021_07_IND_SF,SF,IND,00-0036261,0.0,0.0,0.0,0.0,0.0,1,3.0,0.0,1.0,6.0,0.0,0,0,1,1,2.0,1.9000000000000001
2021,7,2021_07_IND_SF,SF,IND,00-0036429,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,30.0,0.0,0,0,0,0,2.0,5.0
2021,7,2021_07_IND_SF,SF,IND,00-0036567,0.0,0.0,0.0,0.0,0.0,18,107.0,1.0,0.0,0.0,0.0,0,1,0,0,18.0,16.700000000000003
2021,7,2021_07_KC_TEN,0,0,0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9.0,0.0
2021,7,2021_07_KC_TEN,KC,TEN,0,0.0,0.0,0.0,0.0,0.0,72,0.0,0.0,0.0,0.0,3.0,0,0,0,1,72.0,-6.0
2021,7,2021_07_KC_TEN,KC,TEN,00-0026197,16.0,11.0,149.0,0.0,0.0,1,4.0,0.0,0.0,0.0,1.0,0,0,0,1,17.0,4.36
2021,7,2021_07_KC_TEN,KC,TEN,00-0029664,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2021,7,2021_07_KC_TEN,KC,TEN,00-0030506,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,65.0,0.0,0,0,0,0,7.0,13.5
2021,7,2021_07_KC_TEN,KC,TEN,00-0031376,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,8.0,0.0,0,0,0,0,2.0,2.8
2021,7,2021_07_KC_TEN,KC,TEN,00-0032775,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,7.0,0.0,0,0,0,1,1.0,1.7000000000000002
2021,7,2021_07_KC_TEN,KC,TEN,00-0033040,0.0,0.0,0.0,0.0,0.0,1,18.0,0.0,6.0,49.0,0.0,0,0,0,0,7.0,12.7
2021,7,2021_07_KC_TEN,KC,TEN,00-0033481,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,8.0,0.0,0,0,0,0,1.0,1.8
2021,7,2021_07_KC_TEN,KC,TEN,00-0033873,39.0,20.0,346.0,0.0,1.0,6,35.0,0.0,0.0,0.0,1.0,0,0,0,2,45.0,13.34
2021,7,2021_07_KC_TEN,KC,TEN,00-0034297,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,73.0,0.0,0,0,0,0,5.0,12.3
2021,7,2021_07_KC_TEN,KC,TEN,00-0034301,0.0,0.0,0.0,0.0,0.0,5,20.0,0.0,3.0,30.0,0.0,0,1,0,0,8.0,8.0
2021,7,2021_07_KC_TEN,KC,TEN,00-0035140,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,28.0,1.0,0,0,0,1,4.0,4.800000000000001
2021,7,2021_07_KC_TEN,KC,TEN,00-0035715,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,7.0,0.0,0,0,0,0,1.0,1.7000000000000002
2021,7,2021_07_KC_TEN,KC,TEN,00-0036637,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,4.0,0.0,0,0,0,0,1.0,1.4
2021,7,2021_07_KC_TEN,TEN,KC,0,0.0,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,0.0,0.0,0,0,0,0,46.0,0.0
2021,7,2021_07_KC_TEN,TEN,KC,00-0027944,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,38.0,0.0,0,0,0,2,2.0,5.800000000000001
2021,7,2021_07_KC_TEN,TEN,KC,00-0029701,28.0,21.0,332.0,1.0,1.0,2,6.0,1.0,0.0,0.0,0.0,1,1,1,6,30.0,21.880000000000003
2021,7,2021_07_KC_TEN,TEN,KC,00-0031585,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,27.0,0.0,0,0,1,2,2.0,4.7
2021,7,2021_07_KC_TEN,TEN,KC,00-0032141,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,8.0,0.0,0,0,0,0,1.0,1.8
2021,7,2021_07_KC_TEN,TEN,KC,00-0032764,1.0,1.0,5.0,1.0,0.0,29,86.0,0.0,2.0,16.0,0.0,2,4,1,2,32.0,16.4
2021,7,2021_07_KC_TEN,TEN,KC,00-0032980,0.0,0.0,0.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,0.5
2021,7,2021_07_KC_TEN,TEN,KC,00-0033455,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,9.0,0.0,0,0,0,0,1.0,1.9
2021,7,2021_07_KC_TEN,TEN,KC,00-0033943,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,23.0,0.0,0,0,0,0,3.0,5.300000000000001
2021,7,2021_07_KC_TEN,TEN,KC,00-0033955,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,10.0,0.0,0,0,0,0,1.0,2.0
2021,7,2021_07_KC_TEN,TEN,KC,00-0034438,0.0,0.0,0.0,0.0,0.0,1,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,-0.1
2021,7,2021_07_KC_TEN,TEN,KC,00-0035676,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,133.0,0.0,0,0,1,1,8.0,21.3
2021,7,2021_07_KC_TEN,TEN,KC,00-0036297,0.0,0.0,0.0,0.0,0.0,2,7.0,0.0,2.0,11.0,0.0,0,0,0,0,4.0,3.8000000000000003
2021,7,2021_07_NO_SEA,0,0,0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0,0,0,0,14.0,0.0
2021,7,2021_07_NO_SEA,NO,SEA,0,0.0,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0,0.0,1.0,0,0,2,2,58.0,-2.0
2021,7,2021_07_NO_SEA,NO,SEA,00-0030085,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2021,7,2021_07_NO_SEA,NO,SEA,00-0031503,37.0,19.0,448.0,1.0,0.0,8,40.0,0.0,0.0,0.0,1.0,0,0,3,5,45.0,23.92
2021,7,2021_07_NO_SEA,NO,SEA,00-0031545,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2021,7,2021_07_NO_SEA,NO,SEA,00-0032200,0.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.4
2021,7,2021_07_NO_SEA,NO,SEA,00-0033296,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.2
2021,7,2021_07_NO_SEA,NO,SEA,00-0033906,0.0,0.0,0.0,0.0,0.0,20,51.0,0.0,10.0,128.0,0.0,3,3,0,1,30.0,27.900000000000002
2021,7,2021_07_NO_SEA,NO,SEA,00-0034765,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,11.0,0.0,0,0,0,0,1.0,2.1
2021,7,2021_07_NO_SEA,NO,SEA,00-0035184,0.0,0.0,0.0,0.0,0.0,1,-3.0,0.0,1.0,7.0,0.0,0,0,0,0,2.0,1.4
2021,7,2021_07_NO_SEA,NO,SEA,00-0036040,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,8.0,0.0,0,0,0,0,1.0,1.8
2021,7,2021_07_NO_SEA,NO,SEA,00-0036219,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,32.0,0.0,0,0,1,2,3.0,6.2
2021,7,2021_07_NO_SEA,NO,SEA,00-0036422,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,36.0,1.0,0,0,0,0,3.0,4.6
2021,7,2021_07_NO_SEA,SEA,NO,0,0.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,0.0,0,0,0,0,42.0,0.0
2021,7,2021_07_NO_SEA,SEA,NO,00-0030565,27.0,12.0,327.0,1.0,0.0,3,12.0,0.0,0.0,0.0,0.0,0,0,0,0,30.0,18.279999999999998
2021,7,2021_07_NO_SEA,SEA,NO,00-0032211,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,12.0,0.0,0,0,0,0,2.0,3.2
2021,7,2021_07_NO_SEA,SEA,NO,00-0032426,0.0,0.0,0.0,0.0,0.0,16,35.0,0.0,1.0,9.0,0.0,0,0,0,0,17.0,5.4
2021,7,2021_07_NO_SEA,SEA,NO,00-0033895,0.0,0.0,0.0,0.0,0.0,1,12.0,0.0,3.0,11.0,0.0,0,0,0,0,4.0,5.300000000000001
2021,7,2021_07_NO_SEA,SEA,NO,00-0034750,0.0,0.0,0.0,0.0,0.0,6,9.0,0.0,0.0,0.0,0.0,0,0,0,0,6.0,0.9
2021,7,2021_07_NO_SEA,SEA,NO,00-0035022,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2021,7,2021_07_NO_SEA,SEA,NO,00-0035594,0.0,0.0,0.0,0.0,0.0,1,14.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.4000000000000001
2021,7,2021_07_NO_SEA,SEA,NO,00-0035640,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,96.0,0.0,0,0,0,0,2.0,11.600000000000001
2021,7,2021_07_NO_SEA,SEA,NO,00-0036247,0.0,0.0,0.0,0.0,0.0,1,8.0,0.0,4.0,39.0,0.0,0,0,0,0,5.0,8.7
2021,7,2021_07_NYJ_NE,0,0,0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6.0,0.0
2021,7,2021_07_NYJ_NE,NE,NYJ,0,0.0,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,0.0,0.0,0,0,0,0,62.0,0.0
2021,7,2021_07_NYJ_NE,NE,NYJ,00-0026625,4.0,3.0,87.0,0.0,0.0,3,-3.0,0.0,0.0,0.0,0.0,0,0,0,0,7.0,3.1799999999999997
2021,7,2021_07_NYJ_NE,NE,NYJ,00-0029239,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,6.0,79.0,0.0,1,1,1,3,8.0,13.9
2021,7,2021_07_NYJ_NE,NE,NYJ,00-0031549,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,51.0,0.0,0,0,0,1,2.0,7.1000000000000005
2021,7,2021_07_NYJ_NE,NE,NYJ,00-0033090,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,23.0,0.0,0,0,1,1,2.0,4.300000000000001
2021,7,2021_07_NYJ_NE,NE,NYJ,00-0033307,1.0,1.0,25.0,1.0,0.0,0,0.0,0.0,4.0,68.0,0.0,0,0,0,0,5.0,15.8
2021,7,2021_07_NYJ_NE,NE,NYJ,00-0033858,0.0,0.0,0.0,0.0,0.0,1,5.0,0.0,2.0,52.0,0.0,0,0,0,0,3.0,7.7
2021,7,2021_07_NYJ_NE,NE,NYJ,00-0034960,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,44.0,0.0,0,0,0,0,5.0,9.4
2021,7,2021_07_NYJ_NE,NE,NYJ,00-0035624,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,28.0,0.0,0,0,0,0,1.0,3.8000000000000003
2021,7,2021_07_NYJ_NE,NE,NYJ,00-0035645,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,22.0,0.0,0,0,0,0,1.0,3.2
2021,7,2021_07_NYJ_NE,NE,NYJ,00-0035657,0.0,0.0,0.0,0.0,0.0,14,106.0,2.0,2.0,7.0,0.0,3,4,0,0,16.0,25.3
2021,7,2021_07_NYJ_NE,NE,NYJ,00-0035726,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,32.0,0.0,0,0,0,0,2.0,5.2
2021,7,2021_07_NYJ_NE,NE,NYJ,00-0036096,0.0,0.0,0.0,0.0,0.0,9,21.0,2.0,1.0,5.0,0.0,3,3,0,0,10.0,15.6
2021,7,2021_07_NYJ_NE,NE,NYJ,00-0036972,37.0,24.0,472.0,2.0,0.0,3,19.0,0.0,0.0,0.0,0.0,0,0,2,5,40.0,28.779999999999998
2021,7,2021_07_NYJ_NE,NYJ,NE,0,0.0,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,0.0,1.0,0,0,0,0,62.0,-2.0
2021,7,2021_07_NYJ_NE,NYJ,NE,00-0030108,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,15.0,0.0,0,0,0,0,1.0,2.5
2021,7,2021_07_NYJ_NE,NYJ,NE,00-0031941,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,34.0,0.0,0,0,0,0,4.0,7.4
2021,7,2021_07_NYJ_NE,NYJ,NE,00-0033681,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,6.0,0.0,0,0,0,0,1.0,1.6
2021,7,2021_07_NYJ_NE,NYJ,NE,00-0033871,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,47.0,0.0,0,0,1,1,4.0,8.7
2021,7,2021_07_NYJ_NE,NYJ,NE,00-0034401,33.0,20.0,342.0,1.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,33.0,11.68
2021,7,2021_07_NYJ_NE,NYJ,NE,00-0035259,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2021,7,2021_07_NYJ_NE,NYJ,NE,00-0035537,0.0,0.0,0.0,0.0,0.0,5,6.0,0.0,6.0,65.0,0.0,1,1,0,0,11.0,13.1
2021,7,2021_07_NYJ_NE,NYJ,NE,00-0036255,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,6.0,0.0,0,0,0,0,1.0,1.6
2021,7,2021_07_NYJ_NE,NYJ,NE,00-0036924,0.0,0.0,0.0,0.0,0.0,12,37.0,0.0,8.0,67.0,1.0,2,2,0,0,20.0,16.4
2021,7,2021_07_NYJ_NE,NYJ,NE,00-0036980,0.0,0.0,0.0,0.0,0.0,1,19.0,1.0,1.0,13.0,0.0,0,1,0,0,2.0,10.200000000000001
2021,7,2021_07_NYJ_NE,NYJ,NE,00-0037013,11.0,6.0,66.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11.0,2.64
