season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2022,DEN,DB,CB,23,RES,Ronald Darby,Ronald,Darby,1994-01-02,71,193,Florida State,00-0032195,2969920,c63eb787-fa1f-406b-82a1-2eed0a65b58c,28438,10408,9483,DarbRo00,16811,2355,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/htkoffihk5llhq6fiyzp",NA,18,REG,R01,Ronald,DAR187187,42393,32004441-5218-7187-9a66-cb54872359ea,2015,2015,BUF,50
2022,DEN,DL,DE,5,RES,Randy Gregory,Randy,Gregory,1992-11-23,77,255,Nebraska,00-0032197,3895806,5c913725-c52a-4633-b3b9-efa6a9d2cf05,28448,10168,9493,GregRa00,16821,2365,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jief6zedctkh8mwrldid",NA,18,REG,R01,Randy,GRE789590,42403,32004752-4578-9590-e57a-049e4cdc3700,2015,2015,DAL,60
2022,NE,WR,WR,14,RES,Ty Montgomery,Ty,Montgomery,1993-01-22,72,216,Stanford,00-0032200,2577134,0c39e276-7a5b-448f-a696-532506f1035a,28482,10216,9527,MontTy01,16855,2399,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u45mse464fs7zxylwudr",NA,18,REG,R01,Ty,MON677133,42437,32004d4f-4e67-7133-aabc-f8fd3a30b39d,2015,2015,GB,94
2022,NO,OL,G,75,INA,Andrus Peat,Andrus,Peat,1993-11-04,79,316,Stanford,00-0032203,NA,NA,NA,NA,NA,NA,NA,NA,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iusx8v2b2nwuizxtze03",NA,18,REG,A01,Andrus,PEA709791,42356,32005045-4170-9791-95bc-3fdcb6ed04c1,2015,2015,NO,13
2022,PIT,OL,T,74,CUT,Chaz Green,Charles,Green,1992-04-08,77,318,Florida,00-0032204,NA,NA,NA,NA,NA,NA,NA,NA,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stl6h7dpq2wcafcrogwq",NA,1,REG,A01,Chaz,GRE118131,42434,32004752-4511-8131-4469-c2982a36fb6a,2015,2015,DAL,91
2022,HOU,WR,WR,4,INA,Phillip Dorsett,Phillip,Dorsett,1993-01-05,70,192,Miami,00-0032208,2579604,c682e8ea-fe48-45d2-af60-682a6125ab22,28417,10208,9462,DorsPh00,16790,2334,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wta1whv8pvjhmndkrnxy",NA,18,REG,A01,Phillip,DOR488199,42372,3200444f-5248-8199-3ca5-f2de722dd057,2015,2015,IND,29
2022,KC,DL,DE,55,ACT,Frank Clark,Frank,Clark,1993-06-14,75,260,Michigan,00-0032210,2576242,490c15eb-accc-4441-be7d-c7114e1e42fc,28451,10322,9496,ClarFr01,16824,2368,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vb5osacbkjtmufkepcqq",EDGE,22,SB,A01,Frank,CLA296952,42406,3200434c-4129-6952-efff-0405ba414afc,2015,2015,SEA,63
2022,SEA,WR,WR,16,ACT,Tyler Lockett,Tyler,Lockett,1992-09-28,70,182,Kansas State,00-0032211,2577327,dffa69ad-331e-4f09-ae38-40a5a4406be6,28457,10161,9502,LockTy00,16830,2374,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kzytmhxcdxrakzklb6hw",WR,19,WC,A01,Tyler,LOC420915,42412,32004c4f-4342-0915-1af7-ec50f437887c,2015,2015,SEA,69
2022,SF,TE,TE,81,ACT,Tyler Kroft,Tyler,Kroft,1992-10-15,78,250,Rutgers,00-0032214,2582410,36f54823-9d51-4180-9c91-d10281deb4bf,28473,10247,9518,KrofTy00,16846,2390,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qon8cgkz2g2m4ocwdlok",TE,21,CON,A01,Tyler,KRO074538,42428,32004b52-4f07-4538-e9e1-c9aaa1853924,2015,2015,CIN,85
2022,CAR,LB,MLB,57,ACT,Damien Wilson,Damien,Wilson,1993-05-28,72,243,Minnesota,00-0032215,3040207,96c822e6-5484-476b-8ab0-64b3cff791ef,28515,10374,9560,WilsDa02,16888,2432,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/feyjmwcr1s6jmyvexars",NA,18,REG,A01,Damien,WIL664778,42470,32005749-4c66-4778-a2c9-a44b815d6e0e,2015,2015,DAL,127
2022,TB,OL,T,76,ACT,Donovan Smith,Donovan,Smith,1993-06-23,78,338,Penn State,00-0032217,NA,NA,NA,NA,NA,NA,NA,NA,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/svqn49ki5a2ofujt6ywe",T,19,WC,A01,Donovan,SMI221725,42377,3200534d-4922-1725-3f1e-39d251c81444,2015,2015,TB,34
2022,ARI,OL,T,74,RES,D.J. Humphries,DeMarcus,Humphries,1993-12-28,77,307,Florida,00-0032222,NA,NA,NA,NA,NA,NA,NA,NA,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcnh8k4hp7gybcceskty",NA,18,REG,R01,D.J.,HUM728022,42367,32004855-4d72-8022-b4bf-94e3429ecec8,2015,2015,ARI,24
2022,NE,LS,LS,49,RES,Joe Cardona,Joe,Cardona,1992-04-16,75,245,Navy,00-0032228,NA,NA,NA,NA,NA,NA,NA,NA,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nry1fkxrcfyfxiwkxrjg",NA,18,REG,R01,Joe,CAR054160,42509,32004341-5205-4160-e18a-17a03cc27e0e,2015,2015,NE,166
2022,NYJ,OL,T,70,ACT,Cedric Ogbuehi,Cedric,Ogbuehi,1992-04-25,77,310,Texas A&amp;M,00-0032233,NA,NA,NA,NA,NA,NA,NA,NA,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qoilmalykfbj1plvdmut",T,18,REG,A01,Cedric,OGB666101,42364,32004f47-4266-6101-dd5b-dff63b4661d1,2015,2015,CIN,21
2022,NYJ,OL,G,78,ACT,Laken Tomlinson,Laken,Tomlinson,1992-02-09,75,312,Duke,00-0032234,NA,NA,NA,NA,NA,NA,NA,NA,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xwc1srapliazyi14gkxv",G,18,REG,A01,Laken,TOM687650,42371,3200544f-4d68-7650-bb9d-0a43fc8e509c,2015,2015,DET,28
2022,MIA,DB,CB,24,RES,Byron Jones,Byron,Jones,1992-09-26,73,205,Connecticut,00-0032239,2513035,64b1bda8-8c0d-4c17-b8a9-6b5ef292c924,28415,10412,9460,JoneBy00,16788,2332,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w4heni1qbdsyuouvkjxb",NA,19,WC,R04,Byron,JON141600,42370,32004a4f-4e14-1600-f94c-63eb30910cbc,2015,2015,DAL,27
2022,LA,OL,T,79,ACT,Rob Havenstein,Robert,Havenstein,1992-05-13,80,328,Wisconsin,00-0032242,NA,NA,NA,NA,NA,NA,NA,NA,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cirdxl0zqkma5kguwfqn",T,18,REG,A01,Rob,HAV249308,42400,32004841-5624-9308-acd1-fccd83685d9c,2015,2015,STL,57
2022,SEA,QB,QB,17,DEV,Sean Mannion,Sean,Mannion,1992-04-25,78,231,Oregon State,00-0032245,2517017,91ead748-e3b0-4926-bd3b-3e327b44e6bc,28477,10176,9522,MannSe00,16850,2394,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lcuc7hhiijmt8xtitm77",NA,19,WC,P07,Sean,MAN548238,42432,32004d41-4e54-8238-75bc-0c066cdf649e,2015,2015,STL,89
2022,HOU,OL,G,60,ACT,A.J. Cann,Aaron,Cann,1991-10-23,75,325,South Carolina,00-0032255,NA,NA,NA,NA,NA,NA,NA,NA,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wnsy7wpssmnecbo46sxn",G,18,REG,A01,A.J.,CAN364949,42410,32004341-4e36-4949-5f30-831832b20b7c,2015,2015,JAX,67
2022,BUF,RB,RB,22,DEV,Duke Johnson,Randy,Johnson,1993-09-23,69,210,Miami,00-0032257,2969962,31c376b7-2e10-473a-aa54-d9f709a5b93e,28465,10084,9510,JohnDu00,16838,2382,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hf7lxjjesduggqdfktsg",NA,20,DIV,P07,Duke,JOH000009,42420,32004a4f-4800-0009-3d52-7d0c4c49cdd8,2015,2015,CLE,77
2022,JAX,DL,DT,90,CUT,Malcom Brown,Malcom,Brown,1994-02-02,74,320,Texas,00-0032261,2971698,7f911008-146b-43e9-a292-9ad90c621087,28420,10058,9465,BrowMa01,16793,2337,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c6xpx3mn0vdr6cpcaoqg",NA,1,REG,A01,Malcom,BRO550723,42375,32004252-4f55-0723-88db-61e509bef186,2015,2015,NE,32
2022,NYG,DB,SS,21,ACT,Landon Collins,Landon,Collins,1994-01-10,72,218,Alabama,00-0032262,2979841,a9c41c5b-0dcf-40cc-a76c-644307f2f2df,28421,10057,9466,CollLa00,16794,2338,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyefzfcujafngv8nmzea",NA,20,DIV,A01,Landon,COL624212,42376,3200434f-4c62-4212-2ef4-200a7e5884d4,2015,2015,NYG,33
2022,TEN,DL,DT,94,ACT,Mario Edwards,Mario,Edwards,1994-01-25,75,280,Florida State,00-0032265,2969921,fdfb980b-1493-4698-9b97-f445a8f495da,28423,10450,9468,EdwaMa01,16796,2340,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l659heuf5xogi97oi8oc",EDGE,18,REG,A01,Mario,EDW608536,42378,32004544-5760-8536-a1c3-95e3f84a11b2,2015,2015,OAK,35
2022,ATL,QB,QB,1,RES,Marcus Mariota,Marcus,Mariota,1993-10-30,76,222,Oregon,00-0032268,2576980,7c16c04c-04de-41f3-ac16-ad6a9435e3f7,28390,10074,9435,MariMa01,16763,2307,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sd59iwjj69atxaqjti1r",NA,18,REG,R01,Marcus,MAR186347,42345,32004d41-5218-6347-2b09-64276fa61f68,2015,2015,TEN,2
2022,CAR,DL,DE,94,ACT,Henry Anderson,Henry,Anderson,1991-08-03,78,301,Stanford,00-0032269,2517752,2d3a6c81-183f-431b-9b3f-d7f1ce2b294b,28481,10324,9526,AndeHe00,16854,2398,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7ggisjrc63zhlvbr8mm",EDGE,18,REG,A01,Henry,AND287484,42436,3200414e-4428-7484-fe5c-ce7b869feb75,2015,2015,IND,93
2022,ATL,DB,FS,23,ACT,Erik Harris,Erik,Harris,1990-04-02,74,220,"California, Pa.",00-0032320,4010714,3cd103cf-cc2e-458e-94bc-a7a7ce1632c0,29224,10858,10346,NA,17899,3144,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vzqjwjllaqqqmrvvqwry",NA,18,REG,A01,Erik,HAR385656,39908,32004841-5238-5656-d69d-b258f71e2a37,2016,2016,NA,NA
2022,CLE,WR,WR,80,DEV,Chester Rogers,Chester,Rogers,1994-01-12,72,184,Grambling,00-0032355,2983209,958c9833-2e55-411a-8e0e-ecc229bbeb14,29609,11256,10918,RogeCh02,18361,3582,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lkszsifhpwtjpvjvlxw5",NA,12,REG,P07,Chester,ROG146742,43556,3200524f-4714-6742-8aec-cfa06f6c3ab6,2016,2016,NA,NA
2022,BUF,LB,MLB,44,ACT,Tyler Matakevich,Tyler,Matakevich,1992-12-22,73,235,Temple,00-0032366,2976249,b217c699-2eb4-4c60-9d7f-2df8e4232009,29480,11129,10880,MataTy00,18162,3401,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lqet7i7jfxsiasokpki2",NA,20,DIV,A01,Tyler,MAT026118,43535,32004d41-5402-6118-1efb-84b5154b1610,2016,2016,PIT,246
2022,IND,DL,DT,99,ACT,DeForest Buckner,DeForest,Buckner,1994-03-17,79,300,Oregon,00-0032378,2971282,d97529e5-f1cd-4fe0-8697-4b51bbe52fd4,29241,10925,10641,BuckDe00,17933,3172,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i5hlzpxmdrbb6vzxws14",INTERIOR_LINE,18,REG,A01,DeForest,BUC768760,43296,32004255-4376-8760-299c-0fb49b4a62d2,2016,2016,SF,7
2022,CIN,DB,CB,20,ACT,Eli Apple,Eli,Apple,1995-08-09,73,203,Ohio State,00-0032379,3040506,72a42703-19b7-417c-87ce-344fd792f5ca,29244,10886,10644,ApplEl00,17950,3189,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mjl3roshjonept99yzku",CB,21,CON,A01,Eli,APP195645,43299,32004150-5019-5645-f1b8-2e24e42cc5eb,2016,2016,NYG,10
2022,HOU,OL,T,78,ACT,Laremy Tunsil,Laremy,Tunsil,1994-08-02,77,313,Mississippi,00-0032380,NA,NA,NA,NA,NA,NA,NA,NA,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zjb7ftz9paouze0wg2rx",T,18,REG,A01,Laremy,TUN565442,43302,32005455-4e56-5442-704e-acb84ae7be26,2016,2016,MIA,13
2022,DET,OL,T,68,ACT,Taylor Decker,Taylor,Decker,1993-08-23,79,318,Ohio State,00-0032381,NA,NA,NA,NA,NA,NA,NA,NA,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r1kwfxi7ksk2hqexdf91",T,18,REG,A01,Taylor,DEC496460,43305,32004445-4349-6460-9999-a94a63949256,2016,2016,DET,16
2022,TB,DB,FS,22,INA,Keanu Neal,Keanu,Neal,1995-07-26,72,216,Florida,00-0032382,3054962,cc9c2006-e72b-4073-afcc-69c187cb28b7,29251,11143,10651,NealKe01,17942,3181,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e83pvzkyarcjm5pkuk6c",NA,19,WC,A01,Keanu,NEA222964,43306,32004e45-4122-2964-6763-6eb5aa83fc3d,2016,2016,ATL,17
2022,IND,OL,C,78,ACT,Ryan Kelly,Ryan,Kelly,1993-05-30,76,309,Alabama,00-0032383,NA,NA,NA,NA,NA,NA,NA,NA,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cm0fr3e0qqc5tojpi4xm",C,18,REG,A01,Ryan,KEL738596,43307,32004b45-4c73-8596-b66e-a1f975104e47,2016,2016,IND,18
2022,ATL,OL,T,74,ACT,Germain Ifedi,Germain,Ifedi,1994-06-02,77,325,Texas A&amp;M,00-0032384,NA,NA,NA,NA,NA,NA,NA,NA,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dl4liyf3zd80ywdumzbv",T,18,REG,A01,Germain,IFE136317,43320,32004946-4513-6317-9ed7-242899e243f5,2016,2016,SEA,31
2022,NYG,WR,WR,3,RES,Sterling Shepard,Sterling,Shepard,1993-02-10,70,201,Oklahoma,00-0032385,2976592,1ffc735b-74d8-44d2-ab32-00c5485c799f,29274,10988,10674,ShepSt00,17961,3200,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ftqdcadfmh5jb4fwqqxx",NA,20,DIV,R01,Sterling,SHE495754,43329,32005348-4549-5754-5697-2a8312edc489,2016,2016,NYG,40
2022,GB,DL,DT,90,ACT,Jarran Reed,Jarran,Reed,1992-12-16,75,306,Alabama,00-0032387,3115312,c02b49d3-ddc1-4ffc-9f40-487199882fa5,29289,11217,10683,ReedJa02,17981,3220,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kp8k6qdaprhdet18nunv",INTERIOR_LINE,18,REG,A01,Jarran,REE257783,43338,32005245-4525-7783-9d33-e7586a9aa31c,2016,2016,SEA,49
2022,CLE,LB,ILB,54,ACT,Deion Jones,Deion,Jones,1994-11-04,73,227,Louisiana State,00-0032388,2976545,a2a587d3-2971-41f5-a5d4-828d9cf1494e,29285,11080,10686,JoneDe01,17983,3222,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kzuoyquvgd79hv0bv254",MLB,18,REG,A01,Deion,JON233279,43341,32004a4f-4e23-3279-5d90-96adf149a483,2016,2016,ATL,52
2022,DAL,DB,CB,36,DEV,Mackensie Alexander,Mackensie,Alexander,1993-11-12,70,192,Clemson,00-0032389,3045120,9b14942e-0ddc-436c-a6be-5947a39589e5,29287,10880,10688,AlexMa01,17985,3224,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uyoo4t3miqcvjjva7x20",NA,20,DIV,P02,Mackensie,ALE511379,43343,3200414c-4551-1379-a677-80cbb84f09ba,2016,2016,MIN,54
2022,KC,OL,G,62,ACT,Joe Thuney,Joseph,Thuney,1992-11-18,77,308,North Carolina State,00-0032391,NA,NA,NA,NA,NA,NA,NA,NA,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/di1ec4jqoocwbk9xrjk3",G,22,SB,A01,Joe,THU198074,43367,32005448-5519-8074-d99e-a02407da902b,2016,2016,NE,78
2022,TEN,TE,TE,81,ACT,Austin Hooper,Austin,Hooper,1994-10-29,76,254,Stanford,00-0032392,3043275,90c2a93f-d837-4e1b-b57c-56648903a8db,29315,10748,10715,HoopAu00,17963,3202,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvaiulwmg3f9frtbucqx",TE,18,REG,A01,Austin,HOO570770,43370,3200484f-4f57-0770-bd7c-1cf59d6025ab,2016,2016,ATL,81
2022,NYG,TE,TE,89,ACT,Nick Vannett,Nicholas,Vannett,1993-03-06,78,261,Ohio State,00-0032394,2576399,c731aa8a-778b-4ccd-a19f-517eb66f47b7,29328,10949,10728,VannNi00,18019,3258,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cccwwxb6tvsfhm3ylqul",FB,20,DIV,A01,Nick,VAN643509,43383,32005641-4e64-3509-b1ce-15322f2faec9,2016,2016,SEA,94
2022,DEN,OL,G,61,ACT,Graham Glasgow,Graham,Glasgow,1992-08-19,78,310,Michigan,00-0032395,NA,NA,NA,NA,NA,NA,NA,NA,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tjev4covr6x9awx0cgns",C,18,REG,A01,Graham,GLA349413,43384,3200474c-4134-9413-66c9-455073290215,2016,2016,DET,95
2022,HOU,WR,WR,15,ACT,Chris Moore,Christopher,Moore,1993-06-16,73,200,Cincinnati,00-0032398,2576581,0b504d67-639b-4ba8-979a-498a3086257b,29341,10994,10741,MoorCh00,18030,3269,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qr0vpcglqsagx7trpslz",WR,18,REG,A01,Chris,MOO226734,43396,32004d4f-4f22-6734-ca64-de14861965f9,2016,2016,BAL,107
2022,PIT,DB,SS,28,ACT,Miles Killebrew,Miles,Killebrew,1993-05-10,74,222,Southern Utah,00-0032399,2575164,4419b655-867f-436b-8233-6d45f4dfef77,29345,11091,10745,KillMi00,18033,3272,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a3hgsv5ipfi0z5jwhjgb",NA,18,REG,A01,Miles,KIL283492,43400,32004b49-4c28-3492-57d3-042b96cef5b8,2016,2016,DET,111
2022,GB,LB,ILB,59,ACT,De'Vondre Campbell,De'Vondre,Campbell,1993-07-01,75,232,Minnesota,00-0032401,3040180,25a643a9-3b59-4739-8430-2713a818fb69,29349,10935,10749,CampDe00,18037,3276,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zugtljhpjiaanlmbjiyo",MLB,18,REG,A01,De'Vondre,CAM227922,43404,32004341-4d22-7922-fbee-a8af685282e3,2016,2016,ATL,115
2022,SF,DL,DT,98,RES,Hassan Ridgeway,Hassan,Ridgeway,1994-11-02,75,305,Texas,00-0032402,2971725,a72ab12a-751b-4a0d-9f9d-a44d2510ac23,29350,11160,10750,RidgHa00,18038,3277,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qwfblduq15msbj7vd0sn",NA,21,CON,R01,Hassan,RID299361,43405,32005249-4429-9361-91c7-7d7e2cc3477b,2016,2016,IND,116
2022,CAR,DB,SS,31,INA,Juston Burris,Juston,Burris,1993-08-04,72,212,North Carolina State,00-0032403,2577740,5f3a60b9-64ac-41f0-877b-cfd2cdfe23c9,29352,10929,10752,BurrJu00,18040,3279,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jfec3gix9dui5nyxavh6",NA,18,REG,A01,Juston,BUR608462,43407,32004255-5260-8462-2be5-1dae38940357,2016,2016,NYJ,118
2022,WAS,OL,T,64,CUT,Willie Beavers,Willie,Beavers,1993-10-02,77,322,Western Michigan,00-0032405,NA,NA,NA,NA,NA,NA,NA,NA,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/swol2pcnwfliwfviq3jk",NA,7,REG,W03,Willie,BEA813394,43410,32004245-4181-3394-1262-364da1600542,2016,2016,MIN,121
2022,LV,LB,ILB,54,RET,Blake Martinez,Blake,Martinez,1994-01-09,74,237,Stanford,00-0032408,2978273,0392b852-2783-4ce4-ad39-dc8661a5be3d,29365,11127,10765,MartBl01,18052,3291,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cjnmypxafnr8cgfnbnvt",NA,18,REG,R02,Blake,MAR776230,43420,32004d41-5277-6230-c3a3-0290a0ccc6d0,2016,2016,GB,131
2022,TB,DB,CB,28,RES,Rashard Robinson,Rashard,Robinson,1995-07-23,73,177,Louisiana State,00-0032410,3042718,f8c2e532-8de2-4c8b-85bf-ed2e24c3b273,29367,11164,10767,RobiRa00,18054,3293,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hlzfvlfmksspr5whg5ph",NA,1,REG,R01,Rashard,ROB680485,43422,3200524f-4268-0485-1745-27d392dfc64a,2016,2016,SF,133
2022,GB,DL,DE,94,RES,Dean Lowry,Dean,Lowry,1994-06-09,78,296,Northwestern,00-0032412,2974348,0df44cfb-8dab-4fc1-8556-108505a4b428,29371,11119,10771,LowrDe00,18056,3295,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zu9wefgugcytivnzvdxo",NA,18,REG,R01,Dean,LOW617631,43426,32004c4f-5761-7631-a34e-c6965ab51a7c,2016,2016,GB,137
2022,NE,LB,OLB,9,ACT,Matt Judon,Matt,Judon,1992-08-15,75,261,Grand Valley State,00-0032415,3961466,99d79bb9-45aa-4c64-99aa-a92ba2c278af,29380,11083,10780,JudoMa00,18064,3303,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gzqaca6m73uzgwczrw7z",EDGE,18,REG,A01,Matt,JUD442977,43435,32004a55-4444-2977-278b-6fd440b8c2e8,2016,2016,BAL,146
2022,SEA,DL,DE,77,ACT,Quinton Jefferson,Quinton,Jefferson,1993-03-31,76,291,Maryland,00-0032416,2577078,c187d2b3-5d96-4035-a166-db6689b463bf,29381,11069,10781,JeffQu00,18065,3304,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dd8shmphcx0quu48xe3f",INTERIOR_LINE,19,WC,A01,Quinton,JEF350399,43436,32004a45-4635-0399-dbfb-3775a6ac795c,2016,2016,SEA,147
2022,CLE,OL,T,59,RES,Joe Haeg,Joseph,Haeg,1993-03-11,78,298,North Dakota State,00-0032419,NA,NA,NA,NA,NA,NA,NA,NA,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r1dnsh9odto6vsiyzl9i",NA,18,REG,R01,Joe,HAE223809,43444,32004841-4522-3809-a626-bd41b8c38c63,2016,2016,IND,155
2022,MIA,OL,T,71,INA,Brandon Shell,Brandon,Shell,1992-02-06,77,324,South Carolina,00-0032420,NA,NA,NA,NA,NA,NA,NA,NA,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nwehvbneap4sfkpom3vd",NA,19,WC,A01,Brandon,SHE288626,43447,32005348-4528-8626-b892-24ab65d79590,2016,2016,NYJ,158
2022,CIN,DL,NT,98,ACT,D.J. Reader,David,Reader,1994-07-01,75,347,Clemson,00-0032424,2977670,42bb4895-bdfb-40e2-8119-f5b06611bf1b,29400,11114,10800,ReadD.00,18083,3322,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pa0yezoxaxfebxgmufat",INTERIOR_LINE,21,CON,A01,D.J.,REA148116,43455,32005245-4114-8116-e0aa-521c3fdaafdb,2016,2016,HOU,166
2022,WAS,OL,G,71,ACT,Wes Schweitzer,Weston,Schweitzer,1993-09-11,76,314,San Jose State,00-0032432,NA,NA,NA,NA,NA,NA,NA,NA,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s0artsezqklnbcudxt0f",C,18,REG,A01,Wes,SCH821050,43484,32005343-4882-1050-6e63-ec326f67a313,2016,2016,ATL,195
2022,CIN,QB,QB,8,ACT,Brandon Allen,Brandon,Allen,1992-09-05,74,209,Arkansas,00-0032434,2574511,a8c3bcd7-69d0-4c5e-a876-6b33857942bc,29435,10882,10835,AlleBr00,18118,3357,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/whfsh50agzwv5nlz6e8s",NA,21,CON,A01,Brandon,ALL063816,43490,3200414c-4c06-3816-a995-21614b984798,2016,2016,JAX,201
2022,HOU,QB,QB,6,ACT,Jeff Driskel,Jeffrey,Driskel,1993-04-23,76,235,Louisiana Tech,00-0032436,2574630,4d517d8f-fe4d-4c89-9a2a-fee836ba4a71,29441,11026,10841,DrisJe00,18123,3362,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v3jeegvxptm1esa4gckx",QB,18,REG,A01,Jeff,DRI392790,43496,32004452-4939-2790-3aab-117735a7f4ab,2016,2016,SF,207
2022,ARI,LB,ILB,57,ACT,Kamu Grugier-Hill,Caelan Kamuela,Grugier-Hill,1994-05-16,74,230,Eastern Illinois,00-0032437,3050851,bcbbd7af-5a61-41f2-bae6-1e034755e7ef,29442,11233,10842,GrugKa00,18124,3363,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ug3lwgydvdsobgnwxjqv",MLB,18,REG,A01,Kamu,GRU516162,43497,32004752-5551-6162-3876-4426f79b63c8,2016,2016,NE,208
2022,NYG,DB,CB,31,CUT,Maurice Canady,Maurice,Canady,1994-05-26,73,193,Virginia,00-0032438,2979655,32884cc4-ff90-42d0-b02b-f9a7df6ce6fb,29443,10936,10843,CanaMa00,18125,3364,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fekmzwjvfcejwze0ytwp",NA,1,REG,A01,Maurice,CAN149679,43498,32004341-4e14-9679-82f3-30242a8781d3,2016,2016,BAL,209
2022,MIA,LB,ILB,52,ACT,Elandon Roberts,Elandon,Roberts,1994-04-22,73,238,Houston,00-0032442,2987743,f6d7cf0f-72d2-473f-a44b-4a253587ca0f,29448,11234,10848,RobeEl00,18130,3369,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x22ajl1noaoeib2qdweo",MLB,19,WC,A01,Elandon,ROB134404,43503,3200524f-4213-4404-f22b-526f175c5480,2016,2016,NE,214
2022,SEA,OL,C,68,DEV,Joey Hunt,Joseph,Hunt,1994-02-22,74,299,Texas Christian,00-0032443,NA,NA,NA,NA,NA,NA,NA,NA,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cbhr5wbhfkhqpw6ipvfy",NA,19,WC,P07,Joey,HUN273483,43504,32004855-4e27-3483-15b2-e9bbb8774968,2016,2016,SEA,215
2022,CIN,OL,C,64,ACT,Ted Karras,Ted,Karras,1993-03-15,76,305,Illinois,00-0032445,NA,NA,NA,NA,NA,NA,NA,NA,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ovvxnkwumt4zavhejhv5",C,21,CON,A01,Ted,KAR582765,43510,32004b41-5258-2765-78d9-7663d77bb277,2016,2016,NE,221
